x,y,vx,vy,t
0.000000,0.000000,86.602540,50.000000,0.000000
17.319510,9.803431,86.592557,48.034349,0.200000
34.637023,19.213755,86.582574,46.068924,0.400000
51.952539,28.231016,86.572593,44.103726,0.600000
69.266060,36.855260,86.562612,42.138755,0.800000
86.577584,45.086533,86.552633,40.174010,1.000000
103.887113,52.924879,86.542655,38.209492,1.200000
121.194647,60.370345,86.532678,36.245200,1.400000
138.500185,67.422974,86.522703,34.281134,1.600000
155.803728,74.082814,86.512728,32.317295,1.800000
173.105276,80.349908,86.502755,30.353683,2.000000
190.404830,86.224302,86.492783,28.390296,2.200000
207.702389,91.706041,86.482811,26.427137,2.400000
224.997954,96.795172,86.472842,24.464203,2.600000
242.291526,101.491738,86.462873,22.501496,2.800000
259.583104,105.795785,86.452905,20.539015,3.000000
276.872688,109.707359,86.442939,18.576760,3.200000
294.160279,113.226504,86.432973,16.614731,3.400000
311.445877,116.353266,86.423009,14.652929,3.600000
328.729483,119.087691,86.413046,12.691353,3.800000
346.011096,121.429822,86.403084,10.730002,4.000000
363.290717,123.379707,86.393123,8.768878,4.200000
380.568345,124.937389,86.383164,6.807981,4.400000
397.843982,126.102914,86.373205,4.847309,4.600000
415.117627,126.876327,86.363248,2.886863,4.800000
432.389281,127.257674,86.353292,0.926643,5.000000
449.658944,127.246999,86.343337,-1.033351,5.200000
466.926616,126.844349,86.333383,-2.993119,5.400000
484.192298,126.049767,86.323430,-4.952661,5.600000
501.455989,124.863300,86.313479,-6.911977,5.800000
518.717689,123.284991,86.303528,-8.871067,6.000000
535.977400,121.314888,86.293579,-10.829931,6.200000
553.235121,118.953034,86.283631,-12.788570,6.400000
570.490852,116.199475,86.273684,-14.746983,6.600000
587.744595,113.054256,86.263738,-16.705170,6.800000
604.996348,109.517422,86.253794,-18.663131,7.000000
622.246112,105.589019,86.243850,-20.620866,7.200000
639.493888,101.269091,86.233908,-22.578376,7.400000
656.739675,96.557683,86.223966,-24.535660,7.600000
673.983474,91.454842,86.214026,-26.492719,7.800000
691.225286,85.960611,86.204087,-28.449552,8.000000
708.465109,80.075036,86.194150,-30.406159,8.200000
725.702946,73.798162,86.184213,-32.362541,8.400000
742.938795,67.130035,86.174277,-34.318697,8.600000
760.172657,60.070699,86.164343,-36.274627,8.800000
777.404532,52.620199,86.154410,-38.230333,9.000000
794.634421,44.778581,86.144478,-40.185812,9.200000
811.862323,36.545889,86.134547,-42.141067,9.400000
829.088240,27.922169,86.124617,-44.096096,9.600000
846.312170,18.907466,86.114688,-46.050899,9.800000
863.534115,9.501825,86.104761,-48.005477,10.000000
